wall_time,step,value
1527369467.341311,8,-3.5919368267059326
1527369467.671528,15,-3.453214406967163
1527369468.031264,22,-3.6688361167907715
1527369468.433552,29,-3.7643542289733887
1527369468.80396,36,-3.762305498123169
1527369469.218088,43,-4.019295692443848
1527369469.63472,50,-3.8170552253723145
1527369470.039273,57,-3.598804235458374
1527369470.472022,64,-3.959937572479248
1527369470.899657,71,-3.7405760288238525
1527369471.349101,78,-3.75895357131958
1527369471.81673,85,-3.691478967666626
1527369472.310814,92,-3.7883095741271973
1527369472.848308,99,-3.8034281730651855
1527369473.361289,106,-3.413339376449585
1527369473.857619,113,-3.5821239948272705
1527369474.362875,120,-3.4328010082244873
1527369474.877223,127,-3.5290403366088867
1527369475.385762,134,-3.3996100425720215
1527369475.87038,141,-3.2977397441864014
1527369476.36042,148,-3.2738356590270996
1527369476.874799,155,-3.3854808807373047
1527369477.434615,162,-3.235879898071289
1527369478.111632,169,-3.227018356323242
1527369479.000515,176,-3.1187000274658203
1527369479.644289,183,-2.9362950325012207
1527369480.336571,190,-2.809504508972168
1527369480.937256,197,-2.897841691970825
1527369481.434047,204,-2.6917977333068848
1527369482.064149,211,-2.898056745529175
1527369482.647424,218,-2.6709163188934326
1527369483.175099,225,-2.5815858840942383
1527369483.745334,232,-2.58486270904541
1527369484.395274,239,-2.5155129432678223
1527369484.922817,246,-2.4666988849639893
1527369485.488879,253,-2.268278121948242
1527369486.027388,260,-2.3341777324676514
1527369486.829264,267,-2.0913262367248535
1527369487.471923,274,-2.0468642711639404
1527369488.195434,281,-1.8573312759399414
1527369489.073432,289,-1.6943978071212769
1527369490.01595,297,-1.6056725978851318
1527369490.934087,305,-1.5697377920150757
1527369492.650103,313,-1.3549193143844604
1527369494.037108,321,-1.2585951089859009
1527369496.029803,329,-1.130101203918457
1527369497.425127,337,-1.0505908727645874
1527369498.908251,346,-0.5856876969337463
1527369500.593819,355,-0.49673986434936523
1527369501.733695,364,-0.0555417574942112
1527369503.122726,374,0.45870012044906616
1527369504.104693,384,0.7982649803161621
1527369505.510765,395,1.849927544593811
1527369506.99417,407,2.762338638305664
1527369508.332264,420,2.9098923206329346
1527369509.702872,434,3.8760263919830322
1527369511.183842,450,6.3930864334106445
1527369512.917754,468,10.410780906677246
1527369514.998722,492,14.306885719299316
1527369519.842312,552,-39.67249298095703
