wall_time,step,value
1527450437.652255,201,-113.32172393798828
1527450451.803736,401,-5.627234935760498
1527450467.186879,601,2.148287296295166
1527450482.813334,801,-28.490848541259766
1527450499.002559,1001,-0.18715782463550568
1527450516.05288,1201,-41.859588623046875
1527450534.016046,1401,-29.28336524963379
1527450553.083251,1601,13.799019813537598
1527450573.171192,1801,-24.941158294677734
1527450594.182924,2001,-44.45685958862305
1527450616.237989,2201,-31.20491600036621
1527450639.053312,2401,-32.689537048339844
1527450662.869717,2601,-34.449493408203125
1527450687.23388,2801,-57.07038497924805
1527450711.526522,3001,-10.148761749267578
1527450736.069593,3201,-32.3377799987793
1527450761.353823,3401,3.2299227714538574
1527450787.311332,3601,-40.465423583984375
1527450813.643226,3801,-32.80829620361328
1527450840.706309,4001,13.230024337768555
1527450868.381944,4201,-26.34587287902832
1527450896.441106,4401,-26.513545989990234
1527450925.112287,4601,-26.895286560058594
1527450954.21374,4801,-61.580909729003906
1527450984.604157,5001,-9.899786949157715
1527451015.210602,5201,-13.08915901184082
1527451050.260518,5401,-52.131717681884766
1527451085.804373,5601,-7.523486137390137
1527451122.131206,5801,-3.3577675819396973
1527451158.959291,6001,-45.143062591552734
1527451196.669135,6201,-27.87087631225586
1527451235.109628,6401,-20.97589111328125
1527451274.064457,6601,-12.280973434448242
1527451314.14874,6801,-19.372432708740234
1527451355.070574,7001,-20.4180850982666
1527451396.861824,7201,-5.64306116104126
1527451439.057496,7401,-21.14410972595215
1527451481.830833,7601,8.446402549743652
1527451524.901104,7801,-68.33525848388672
1527451568.881091,8001,-57.4515495300293
1527451613.726274,8201,-5.39326810836792
1527451659.471617,8401,-22.29030990600586
1527451705.666295,8601,-46.88785934448242
1527451754.524167,8801,38.39718246459961
1527451802.292858,9001,-69.9798583984375
1527451849.490136,9201,-40.31404113769531
1527451897.660439,9401,44.75981903076172
1527451946.591928,9601,44.28123474121094
1527451995.813455,9801,-40.518375396728516
1527452044.528809,10001,-97.30110168457031
1527452093.75085,10201,-44.794342041015625
1527452144.197603,10401,29.488300323486328
1527452196.327315,10601,3.059270143508911
1527452247.622001,10801,-53.7081298828125
1527452299.650896,11001,22.33865737915039
1527452353.072017,11201,29.932823181152344
