wall_time,step,value
1527103588.084002,201,0.02978437952697277
1527103601.188467,401,0.037271447479724884
1527103614.763606,601,0.033757250756025314
1527103629.26405,801,0.03238561004400253
1527103644.570607,1001,0.025290269404649734
1527103660.857925,1201,0.01975283771753311
1527103677.8948,1401,0.018050046637654305
1527103695.314452,1601,0.01819770783185959
1527103713.5285,1801,0.018006784841418266
1527103732.903967,2001,0.01844625733792782
1527103752.291801,2201,0.019135313108563423
1527103772.280677,2401,0.01947668008506298
1527103792.979669,2601,0.019383996725082397
1527103814.501949,2801,0.021214807406067848
1527103837.886146,3001,0.023773379623889923
1527103860.578887,3201,0.025858763605356216
1527103883.780883,3401,0.030832307413220406
1527103907.880674,3601,0.030533289536833763
1527103933.063706,3801,0.02690829522907734
1527103958.774805,4001,0.02989651821553707
1527103984.824256,4201,0.02895694226026535
1527104011.434026,4401,0.03263772651553154
1527104038.700113,4601,0.036649689078330994
1527104066.359102,4801,0.03427426889538765
1527104094.566743,5001,0.03432944044470787
1527104123.241389,5201,0.03047020174562931
1527104152.404403,5401,0.035283077508211136
1527104182.268508,5601,0.022857988253235817
1527104216.35185,5801,0.025397084653377533
1527104250.359321,6001,0.024913715198636055
1527104284.58034,6201,0.02213076315820217
1527104319.479676,6401,0.01620546728372574
1527104355.343882,6601,0.019000541418790817
1527104391.961914,6801,0.018738744780421257
1527104429.035982,7001,0.019088242202997208
1527104466.8247,7201,0.01981043443083763
1527104506.1311,7401,0.01808537170290947
1527104545.946556,7601,0.016342395916581154
1527104586.421879,7801,0.01654958911240101
1527104627.753469,8001,0.01636308990418911
1527104669.537925,8201,0.015368589200079441
1527104711.837023,8401,0.01618197374045849
1527104754.849462,8601,0.014528268948197365
1527104798.304486,8801,0.014216787181794643
1527104842.981079,9001,0.015139267779886723
1527104888.386032,9201,0.014548401348292828
1527104934.310747,9401,0.014096537604928017
1527104981.133485,9601,0.012584072537720203
1527105028.618491,9801,0.01376371830701828
1527105076.725468,10001,0.012044684030115604
1527105125.723265,10201,0.012410083785653114
1527105175.479098,10401,0.01173181738704443
1527105226.207264,10601,0.012862889096140862
1527105277.470459,10801,0.01198489498347044
1527105329.635498,11001,0.012750532478094101
1527105382.528069,11201,0.01275056041777134
1527105435.963652,11401,0.012745535001158714
1527105490.358634,11601,0.014309363439679146
1527105545.469831,11801,0.014800780452787876
1527105601.448098,12001,0.016784772276878357
1527105657.988868,12201,0.01671246998012066
1527105715.49518,12401,0.01817910745739937
1527105774.237879,12601,0.017042530700564384
1527105833.252792,12801,0.01714995875954628
1527105892.929223,13001,0.019328976050019264
1527105953.533533,13201,0.018089765682816505
1527106014.896483,13401,0.018624598160386086
1527106076.927763,13601,0.01837000623345375
1527106139.842432,13801,0.019470950588583946
1527106203.417754,14001,0.01973603665828705
1527106267.341313,14201,0.018957164138555527
1527106332.537793,14401,0.018778527155518532
1527106398.604737,14601,0.018618186935782433
1527106464.943798,14801,0.017223844304680824
