wall_time,step,value
1527369467.341265,8,2.650388479232788
1527369467.671505,15,0.20625582337379456
1527369468.031235,22,0.1228388249874115
1527369468.43351,29,0.08825615793466568
1527369468.803938,36,0.060983866453170776
1527369469.218067,43,0.049755122512578964
1527369469.634698,50,0.04134652018547058
1527369470.039251,57,0.027557816356420517
1527369470.471993,64,0.01686866395175457
1527369470.899633,71,0.0129800233989954
1527369471.349069,78,0.009102679789066315
1527369471.816688,85,0.006833290681242943
1527369472.310791,92,0.0059999749064445496
1527369472.84828,99,0.005457842722535133
1527369473.36126,106,0.00541068846359849
1527369473.857596,113,0.005179224070161581
1527369474.362852,120,0.0052190846763551235
1527369474.877176,127,0.0054907407611608505
1527369475.385722,134,0.005199706181883812
1527369475.870355,141,0.005319762043654919
1527369476.360374,148,0.005309244617819786
1527369476.874771,155,0.005132035817950964
1527369477.434591,162,0.005370235536247492
1527369478.111514,169,0.005086839199066162
1527369479.000466,176,0.00528350006788969
1527369479.644183,183,0.005130303557962179
1527369480.336536,190,0.005535513162612915
1527369480.937208,197,0.005709177814424038
1527369481.433937,204,0.005404922645539045
1527369482.064125,211,0.005117197521030903
1527369482.647375,218,0.005566591862589121
1527369483.175077,225,0.00563719542697072
1527369483.745305,232,0.0059849051758646965
1527369484.395251,239,0.005465734284371138
1527369484.922794,246,0.0059859780594706535
1527369485.488772,253,0.0060071502812206745
1527369486.027366,260,0.00679823150858283
1527369486.82891,267,0.006511537823826075
1527369487.471892,274,0.006323796696960926
1527369488.195393,281,0.007793042808771133
1527369489.073408,289,0.006386169698089361
1527369490.015918,297,0.006665306631475687
1527369490.934069,305,0.006168810185045004
1527369492.650069,313,0.006380677223205566
1527369494.037057,321,0.006786587182432413
1527369496.029757,329,0.006289968732744455
1527369497.425091,337,0.006272129714488983
1527369498.908202,346,0.006192135624587536
1527369500.593777,355,0.007225418463349342
1527369501.733643,364,0.006088784895837307
1527369503.122702,374,0.007050246931612492
1527369504.104509,384,0.007492502685636282
1527369505.510726,395,0.0074636125937104225
1527369506.994137,407,0.0088035361841321
1527369508.332213,420,0.00891842506825924
1527369509.702822,434,0.00800803117454052
1527369511.183724,450,0.009413636289536953
1527369512.917729,468,0.009330475702881813
1527369514.998699,492,0.009651525877416134
1527369519.842288,552,0.013827238231897354
1527369522.592887,587,0.015812473371624947
1527369526.263539,634,0.019844921305775642
1527369529.636125,676,0.02255506068468094
1527369532.815159,716,0.02486247569322586
1527369536.085872,757,0.023664971813559532
1527369539.377122,798,0.028791721910238266
1527369542.362356,835,0.037829626351594925
1527369544.214509,856,0.03761260211467743
