wall_time,step,value
1527283110.895006,33,0.06998372822999954
1527283123.683002,195,0.008021334186196327
1527283142.549014,395,0.012637389823794365
1527283160.653412,595,0.04309702292084694
1527283180.444642,795,0.07426522672176361
1527283189.662407,882,0.10639286786317825
1527283207.900733,1051,0.12542428076267242
1527283230.394742,1251,0.11711957305669785
1527283232.061268,1265,0.08913362771272659
1527283236.594857,1303,0.13429786264896393
1527283260.804237,1503,0.15043285489082336
1527283270.731478,1583,0.1610739827156067
1527283297.329737,1783,0.17429517209529877
1527283324.626589,1983,0.1418645977973938
1527283353.258877,2183,0.1759791374206543
1527283385.257829,2383,0.2005186825990677
1527283400.822949,2485,0.24035196006298065
1527283406.476656,2521,0.1850052922964096
1527283426.921513,2651,0.39288052916526794
1527283459.018071,2851,0.2995620667934418
1527283470.310727,2920,0.2440493106842041
1527283483.762701,3002,0.2937873899936676
1527283517.248578,3202,0.30464282631874084
1527283551.619076,3402,0.41229942440986633
1527283565.396588,3481,0.4134284257888794
1527283601.042487,3681,0.48908740282058716
1527283637.62203,3881,0.566491961479187
1527283657.344491,3987,0.5236787796020508
1527283695.189538,4187,0.6573901772499084
1527283713.595377,4283,0.8530895709991455
1527283752.816026,4483,0.830747663974762
1527283769.789706,4569,0.8264861106872559
1527283774.501503,4592,1.0647813081741333
1527283814.675808,4792,0.9986666440963745
1527283818.32304,4810,0.9323919415473938
1527283839.341177,4913,0.9905645251274109
1527283864.544556,5035,1.1565049886703491
1527283872.125547,5070,1.147727131843567
1527283907.430872,5236,1.4999401569366455
1527283921.67938,5301,1.5496294498443604
1527283965.036349,5501,3.663254499435425
1527283985.054774,5593,2.07908296585083
1527283998.86632,5658,2.071728229522705
1527284032.089518,5815,2.06034779548645
1527284036.331904,5834,2.0768649578094482
1527284042.378146,5861,2.3629913330078125
1527284057.805145,5932,2.2688205242156982
1527284074.643321,6009,2.3994476795196533
1527284084.136805,6052,2.54136323928833
1527284102.178857,6134,2.3861513137817383
1527284109.809221,6168,2.609938144683838
1527284118.76036,6208,2.2280185222625732
1527284132.403588,6269,2.541987657546997
1527284135.724535,6283,2.797593116760254
1527284141.459651,6307,2.8297085762023926
1527284158.697863,6384,2.5927786827087402
1527284178.964945,6473,3.2312090396881104
1527284192.121338,6529,3.2498631477355957
1527284201.183435,6568,3.1085424423217773
1527284208.907097,6601,3.7233970165252686
1527284254.747986,6801,3.2081117630004883
1527284262.151442,6832,3.527966260910034
1527284274.933995,6886,3.198927879333496
1527284309.404883,7033,3.4978187084198
1527284314.366814,7053,4.022039890289307
1527284320.423125,7078,3.738821029663086
1527284337.405702,7149,3.806156873703003
1527284340.926889,7163,3.9381072521209717
1527284349.719046,7199,4.615568161010742
1527284355.926236,7224,4.788177490234375
1527284374.34118,7300,4.581622123718262
1527284402.738541,7417,4.970673084259033
1527284407.544731,7436,4.7269697189331055
1527284425.904107,7511,4.369933605194092
1527284475.148901,7711,5.861188888549805
1527284525.074622,7911,7.332468509674072
1527284553.697466,8024,7.127742290496826
1527284566.620342,8074,7.40179967880249
1527284569.676106,8085,7.698376178741455
1527284573.152473,8097,7.396280288696289
1527284577.582948,8113,8.620917320251465
1527284629.310655,8313,8.862375259399414
1527284651.268308,8396,8.307546615600586
1527284664.41039,8445,9.007157325744629
1527284672.030352,8473,8.98415756225586
1527284680.258731,8503,9.295238494873047
1527284696.916651,8565,9.63772201538086
1527284700.330457,8577,9.128684997558594
1527284724.06622,8665,10.411340713500977
1527284728.328507,8680,11.062528610229492
1527284732.089128,8693,11.134811401367188
1527284749.015271,8755,11.125518798828125
1527284768.057182,8825,12.500978469848633
1527284782.256089,8876,12.315218925476074
1527284789.881618,8903,12.286357879638672
1527284844.526523,9103,13.211527824401855
1527284867.340373,9185,12.796050071716309
1527284902.808085,9312,13.240650177001953
1527284907.557005,9328,14.675666809082031
1527284963.884401,9528,18.714265823364258
1527284970.501784,9550,25.44073486328125
1527285019.01177,9719,21.534788131713867
1527285077.068319,9919,20.62948989868164
1527285099.389802,9994,21.125064849853516
1527285112.607383,10038,21.905864715576172
1527285126.339228,10084,26.22828483581543
1527285129.837806,10095,22.229963302612305
1527285145.715791,10148,23.577041625976562
1527285205.33041,10348,25.828922271728516
1527285220.585358,10398,26.1070613861084
1527285257.261218,10519,26.628215789794922
1527285265.473708,10545,28.290786743164062
1527285272.153765,10566,28.045801162719727
1527285280.954738,10594,29.926328659057617
1527285286.443412,10611,30.49032974243164
1527285292.572719,10630,28.77306365966797
1527285299.291099,10651,32.54621124267578
1527285321.579246,10723,31.469409942626953
1527285382.373014,10923,31.9864559173584
1527285392.580661,10956,34.701812744140625
1527285418.229304,11041,35.4112663269043
1527285432.927768,11089,37.494598388671875
1527285436.472006,11100,36.82712173461914
1527285482.881296,11254,38.323036193847656
1527285487.979044,11270,40.570560455322266
1527285501.803143,11315,38.1741943359375
1527285562.931633,11515,45.60414123535156
1527285593.914615,11615,46.68915557861328
1527285599.791853,11633,46.36663055419922
1527285611.91507,11671,50.66756057739258
1527285623.335459,11707,48.769588470458984
1527285641.414256,11764,55.135684967041016
1527285648.571212,11786,57.99216079711914
1527285673.268893,11864,57.74739456176758
1527285680.538318,11886,60.31778335571289
1527285744.107571,12086,61.10996627807617
1527285769.608127,12165,63.11814498901367
1527285780.812302,12199,69.91918182373047
1527285784.917771,12211,66.84469604492188
1527285790.741711,12228,66.12123107910156
1527285839.865691,12380,70.36156463623047
1527285844.940246,12395,71.16244506835938
1527285881.450861,12507,76.76360321044922
1527285905.202477,12579,79.48341369628906
1527285910.677119,12595,84.5538558959961
1527285930.86867,12656,82.38878631591797
1527285955.550882,12730,86.59718322753906
1527285982.325002,12810,92.19720458984375
1527286017.152404,12914,93.51753997802734
1527286029.124121,12949,92.62774658203125
1527286039.711063,12980,93.88373565673828
1527286051.723587,13015,93.71832275390625
1527286056.711884,13029,91.06722259521484
1527286067.718874,13061,98.46849822998047
1527286081.716852,13102,95.62245178222656
1527286086.383329,13115,94.74127197265625
1527286100.860125,13157,103.15933227539062
1527286116.045169,13201,100.75603485107422
1527286129.511259,13240,107.35150909423828
1527286151.902904,13305,111.05767822265625
1527286164.839342,13342,115.50696563720703
1527286202.460355,13451,127.57536315917969
1527286210.624867,13474,136.94198608398438
1527286227.717336,13523,121.77819061279297
1527286241.124959,13561,122.77352142333984
1527286263.67083,13625,125.06808471679688
1527286279.934279,13671,127.95408630371094
1527286288.343845,13694,132.238525390625
1527286310.320165,13756,128.91513061523438
1527286336.405002,13829,133.70069885253906
1527286390.859564,13983,141.77078247070312
1527286400.742372,14010,141.44381713867188
1527286409.590991,14034,143.19882202148438
1527286450.113502,14147,146.43565368652344
1527286462.545259,14181,160.6516571044922
1527286481.463914,14233,158.49974060058594
1527286510.354771,14313,157.852783203125
1527286540.041976,14395,157.70281982421875
1527286565.897973,14466,161.5733642578125
1527286593.326452,14540,167.6431121826172
1527286607.423051,14578,180.96067810058594
1527286624.487678,14624,179.0479278564453
1527286636.76642,14657,180.61753845214844
1527286659.030192,14717,189.07470703125
1527286672.180101,14752,181.4346160888672
1527286679.085933,14770,184.71983337402344
1527286690.406299,14800,198.40780639648438
1527286697.368905,14818,185.45440673828125
1527286717.281261,14871,191.98452758789062
1527286734.123902,14916,195.44708251953125
1527286739.63428,14930,200.07188415527344
1527286758.816235,14981,206.34507751464844
1527286763.196304,14992,208.0692138671875
1527286769.101634,15007,198.7171630859375
1527286844.243189,15207,214.49423217773438
1527286854.4215,15233,216.0789337158203
1527286858.538242,15243,221.15638732910156
1527286864.85255,15259,219.54736328125
1527286870.793315,15274,228.5480194091797
1527286875.690635,15286,231.62710571289062
1527286890.90238,15325,230.38023376464844
1527286895.575325,15336,225.38169860839844
1527286905.693391,15362,230.72671508789062
1527286915.470295,15387,237.54193115234375
1527286936.768352,15442,264.823974609375
1527286946.192363,15466,320.4273986816406
1527286954.861629,15488,268.45733642578125
1527286973.012773,15535,260.6337585449219
1527287050.3287,15735,259.386474609375
1527287063.840749,15769,266.666015625
1527287084.56455,15822,280.7550048828125
1527287097.277054,15854,265.8683166503906
1527287135.165256,15950,306.4794006347656
1527287143.280063,15970,286.15478515625
1527287157.255666,16005,279.9508361816406
1527287236.243745,16205,301.48431396484375
1527287278.298355,16310,320.8182067871094
1527287294.464445,16350,323.2237243652344
1527287305.500743,16377,331.5491638183594
1527287315.736621,16402,327.40423583984375
1527287333.212093,16445,326.8196716308594
1527287346.779534,16478,324.21734619140625
1527287352.593626,16492,345.5597839355469
1527287355.984178,16500,357.8831481933594
1527287361.086255,16512,344.55755615234375
1527287389.490978,16582,1554.70263671875
1527287401.375596,16611,684.471923828125
1527287405.647124,16621,637.5999145507812
1527287427.830915,16675,611.96875
1527287479.195608,16801,555.8426513671875
1527287524.679398,16911,519.4130249023438
1527287537.743328,16942,509.22235107421875
1527287565.691616,17009,505.07574462890625
1527287581.6215,17047,500.7550048828125
1527287605.041688,17103,492.3477478027344
1527287671.852167,17264,500.4268493652344
1527287683.081737,17290,507.9390563964844
1527287687.641114,17300,504.3731689453125
1527287705.892434,17343,494.09735107421875
1527287745.585218,17437,502.4527893066406
1527287752.20747,17452,506.5608825683594
1527287768.875772,17491,508.1093444824219
1527287777.196287,17510,502.4722595214844
1527287807.298472,17580,511.9071044921875
1527287812.67639,17592,527.137451171875
1527287846.459394,17671,514.8244018554688
1527287856.993091,17695,525.9700317382812
1527287860.642633,17703,543.9376220703125
1527287873.389104,17732,530.99951171875
1527287897.477706,17788,531.7161254882812
1527287908.450376,17813,544.1055908203125
1527287915.11877,17828,537.3058471679688
1527287932.96082,17869,537.8137817382812
1527287981.340314,17981,547.1159057617188
1527287996.248131,18015,560.59814453125
1527288000.856451,18025,576.53564453125
1527288018.905592,18066,569.8218383789062
1527288044.191402,18124,576.4896850585938
1527288059.250706,18158,582.174072265625
1527288094.867877,18239,588.4981079101562
1527288134.361749,18329,586.560302734375
1527288145.096498,18353,611.0494995117188
1527288185.646131,18445,619.2164916992188
1527288209.738281,18499,680.5279541015625
1527288228.539183,18541,642.3834228515625
1527288237.616577,18561,672.2273559570312
1527288247.160388,18582,659.0540771484375
1527288256.314135,18602,668.3360595703125
1527288345.280711,18802,654.822998046875
1527288350.048179,18812,704.388671875
1527288374.381214,18866,678.7542724609375
1527288418.611715,18964,691.566650390625
1527288454.388062,19043,723.0286254882812
1527288462.776315,19061,682.042236328125
1527288467.62688,19071,725.2745361328125
1527288472.895515,19082,734.851806640625
1527288547.744202,19247,741.426513671875
1527288558.117507,19269,753.958740234375
1527288567.964792,19290,770.8783569335938
1527288582.847729,19322,765.3497924804688
1527288590.83825,19339,783.9305419921875
1527288621.976364,19407,790.829345703125
1527288635.960368,19437,811.0616455078125
1527288656.841799,19482,809.7412109375
1527288677.646025,19527,810.967041015625
1527288766.615665,19719,839.2861328125
1527288794.304045,19778,897.5737915039062
1527288812.294968,19816,911.9048461914062
1527288829.813281,19853,882.8399658203125
1527288859.958944,19917,912.4224243164062
1527288866.749603,19931,897.352294921875
1527288916.922572,20038,912.0498046875
1527288941.68003,20090,923.3031005859375
1527288965.537658,20140,1004.3558959960938
1527288975.228265,20160,988.4061279296875
1527289070.32117,20360,961.0291748046875
1527289165.097787,20560,1021.019287109375
1527289172.438028,20575,1033.404052734375
1527289184.490374,20600,1064.8433837890625
1527289197.929675,20628,1043.3477783203125
1527289211.071179,20655,1054.39208984375
1527289235.010909,20705,1063.04541015625
1527289240.031544,20715,1095.6568603515625
1527289300.945711,20842,27548.126953125
